Title,Year,Genre,Rating,Revenue (Millions),Budget (Millions),Director
Movie 5987,2018,Thriller,3.5051006147538164,8.716730826998344,0.0,Director 5987
Movie 5988,2020,Thriller,1.634954614296531,229.0416280635133,258.05392656420315,Director 5988
Movie 5989,2010,Drama,8.785152242043061,330.4910231516804,213.69929186502384,Director 5989
Movie 5990,2012,Drama,9.046178158368496,154.71270552899568,291.35253256622093,Director 5990
Movie 5991,2010,Thriller,5.534810687260312,453.4643617495543,262.48221996117064,Director 5991
Movie 5992,2014,Drama,9.88630059399906,326.8805121019176,0.0,Director 5992
Movie 5993,2016,Action,8.518260452612985,130.8995578965152,95.32934353244934,Director 5993
Movie 5994,2020,Comedy,1.8100966739920012,82.17089520404633,217.03031298466848,Director 5994
Movie 5995,2020,Action,1.3999384249470772,340.5183718636297,187.57724371693516,Director 5995
Movie 5996,2010,Thriller,8.038615021702746,307.3284837053456,0.0,Director 5996
Movie 5997,2014,Action,8.296995124131564,59.65277379113412,265.1973707149924,Director 5997
Movie 5998,2016,Comedy,5.158592689825881,159.53553557977642,233.6757124696203,Director 5998
Movie 5999,2010,Comedy,2.3831559044740613,477.34590242800937,0.0,Director 5999
Movie 6000,2016,Comedy,6.807465536914409,266.03276255015686,0.0,Director 6000
Movie 6001,2016,Action,1.0421764508667564,188.32717212907804,0.0,Director 6001
Movie 6002,2010,Thriller,2.1450567420891917,333.22613678145893,232.2924320679989,Director 6002
Movie 6003,2018,Thriller,6.6908619695469,369.7865751558423,84.88157607967875,Director 6003
Movie 6004,2018,Thriller,3.4135793070096665,252.23432928032537,140.069728356724,Director 6004
Movie 6005,2020,Action,4.798028601587726,135.02862411154092,163.6024358846067,Director 6005
Movie 6006,2010,Comedy,9.377540593163404,412.9093354085406,256.58535750851746,Director 6006
Movie 6007,2012,Comedy,5.642957237429117,333.3680439961502,67.80850408912778,Director 6007
Movie 6008,2018,Drama,8.892290120485827,105.8729284978051,193.18476591821803,Director 6008
Movie 6009,2014,Thriller,6.921376101430177,161.9842507732422,115.55317792648842,Director 6009
Movie 6010,2014,Thriller,4.337208746765177,237.53238366634736,138.03928192060093,Director 6010
Movie 6011,2020,Thriller,4.672538589037192,324.4812081006493,0.0,Director 6011
Movie 6012,2012,Thriller,8.850856660272125,296.04074707519266,102.67826105043152,Director 6012
Movie 6013,2016,Action,2.682395855523355,31.89526154642733,5.98566463702727,Director 6013
Movie 6014,2020,Action,3.571042308663726,193.05427395025683,78.20276956054016,Director 6014
Movie 6015,2010,Drama,3.2215584780459325,68.14025198826278,258.9123190479904,Director 6015
Movie 6016,2018,Comedy,6.359568741609436,234.7327721040589,200.49879198086825,Director 6016
Movie 6017,2014,Action,4.097102178083875,197.39346675766717,19.33937978196822,Director 6017
Movie 6018,2014,Comedy,2.36071445937357,354.1716251449481,0.0,Director 6018
Movie 6019,2010,Thriller,5.957130487051121,221.92060390697168,232.72155464040375,Director 6019
Movie 6020,2012,Comedy,2.8625200874987247,215.19888695332088,85.00335347402665,Director 6020
Movie 6021,2016,Comedy,4.695360575881383,212.09875189537144,20.52115882295493,Director 6021
Movie 6022,2014,Action,9.300671090051583,34.16853812911742,68.33031260842947,Director 6022
Movie 6023,2014,Comedy,7.342804882829852,310.91448267179726,44.56037731031657,Director 6023
Movie 6024,2020,Thriller,9.20663109174217,246.44366532563424,115.07492576505172,Director 6024
Movie 6025,2010,Drama,6.61579072642011,111.4444207541795,167.0697485451467,Director 6025
Movie 6026,2012,Thriller,7.513891886133055,400.5861941167861,0.0,Director 6026
Movie 6027,2020,Thriller,8.321066145584902,251.03749817760595,107.97492646519964,Director 6027
Movie 6028,2014,Drama,4.748136235596645,365.3958502914914,0.0,Director 6028
Movie 6029,2018,Drama,1.3762369185187175,324.94763849187973,29.73121107825932,Director 6029
Movie 6030,2012,Thriller,7.891210275878303,112.26256112567997,55.8575827357553,Director 6030
Movie 6031,2014,Drama,4.197382224040098,66.04633158214358,0.0,Director 6031
Movie 6032,2016,Action,7.683075935987643,134.3373098304364,133.15291383496017,Director 6032
Movie 6033,2016,Thriller,1.8482406568036849,278.33047682818017,197.6374315961397,Director 6033
Movie 6034,2012,Comedy,2.4770999535132843,187.9406667811539,0.0,Director 6034
Movie 6035,2014,Action,6.22713642320724,209.54585437022268,0.0,Director 6035
Movie 6036,2014,Action,8.370279976113487,0.0,209.4276200740547,Director 6036
Movie 6037,2010,Action,5.326807591208422,279.38243597588064,282.53219367174694,Director 6037
Movie 6038,2020,Thriller,1.0813264503098394,476.42720278816375,173.0440545104754,Director 6038
Movie 6039,2010,Comedy,8.333138085062643,106.19461334189717,138.57336153443254,Director 6039
Movie 6040,2020,Comedy,9.609853848858627,206.5111982907319,97.25759154234512,Director 6040
Movie 6041,2010,Thriller,8.785975241397574,58.27906330341585,119.87842246391205,Director 6041
Movie 6042,2020,Drama,5.991963981525652,260.1800173193896,58.794072245881296,Director 6042
Movie 6043,2012,Thriller,2.3819484802114017,235.13262760142536,0.0,Director 6043
Movie 6044,2012,Comedy,3.7308338611261256,271.2216544963897,0.0,Director 6044
Movie 6045,2014,Action,9.046155881333409,230.40161818233716,229.8671488539419,Director 6045
Movie 6046,2014,Action,6.93345597438928,107.39183817045566,84.38849629974828,Director 6046
Movie 6047,2016,Action,2.493444936392984,58.04736677157688,133.74911626678903,Director 6047
Movie 6048,2018,Drama,6.034154412982563,64.56663840591612,0.0,Director 6048
Movie 6049,2010,Action,9.79776520704402,450.9234832539579,270.9217191568814,Director 6049
Movie 6050,2010,Drama,2.011483177348249,403.92439664129984,0.0,Director 6050
Movie 6051,2012,Action,1.445625679354032,409.4074479822661,75.66106495642617,Director 6051
Movie 6052,2010,Comedy,2.1797815215826173,28.260470930800224,76.22845070434417,Director 6052
Movie 6053,2020,Drama,8.046521689556823,479.1953436043408,94.89866074240597,Director 6053
Movie 6054,2016,Drama,8.518500050128543,289.8685169592735,231.26631396126183,Director 6054
Movie 6055,2018,Comedy,3.476177515056896,0.0,6.456967249467198,Director 6055
Movie 6056,2010,Comedy,7.196311470201517,231.02805742333777,169.70594359256145,Director 6056
Movie 6057,2014,Thriller,3.764657820613559,348.55176632582896,0.0,Director 6057
Movie 6058,2018,Comedy,9.91947367820466,70.01606268162729,28.043044676123685,Director 6058
Movie 6059,2016,Comedy,2.975152523063924,426.1304980491687,61.33947410286518,Director 6059
Movie 6060,2014,Comedy,9.967224225396706,113.70563620881596,46.38868224975226,Director 6060
Movie 6061,2012,Action,9.113940536963376,205.92617292975737,222.5130045242911,Director 6061
Movie 6062,2010,Drama,9.532055770630146,0.0,0.0,Director 6062
Movie 6063,2016,Comedy,6.468711533204678,385.5328576820432,91.6399133256285,Director 6063
Movie 6064,2012,Thriller,1.3323065185688414,236.9426798633617,0.0,Director 6064
Movie 6065,2018,Drama,1.861047055296946,157.0092442317517,67.39352361782625,Director 6065
Movie 6066,2012,Drama,8.872463732708894,302.6176303214316,0.0,Director 6066
Movie 6067,2012,Action,8.989822499372698,14.79701635235709,0.0,Director 6067
Movie 6068,2018,Comedy,1.765955296252241,178.46607150025662,32.34053770084415,Director 6068
Movie 6069,2018,Drama,4.221870129325195,167.24783281822678,88.10601388364435,Director 6069
Movie 6070,2020,Thriller,4.153656230831443,54.40364427790442,99.47032968442711,Director 6070
Movie 6071,2014,Comedy,4.200623921956998,25.431375693696552,129.68413406082234,Director 6071
Movie 6072,2014,Action,7.386383709577855,152.56978802945918,26.13917838508124,Director 6072
Movie 6073,2016,Drama,6.096024878341248,385.4090396564037,102.5612407218154,Director 6073
Movie 6074,2014,Action,1.3395918976669452,0.0,0.0,Director 6074
Movie 6075,2016,Comedy,2.3742316206708525,10.981897509570643,126.60332768932984,Director 6075
Movie 6076,2020,Comedy,2.1460642220689463,118.095303628011,0.0,Director 6076
Movie 6077,2018,Comedy,9.522693102413776,95.20102882284608,87.3685670170207,Director 6077
Movie 6078,2016,Thriller,1.6129527948795794,350.436838635422,91.67528266859472,Director 6078
Movie 6079,2020,Comedy,9.0417938509515,280.02170392546105,66.27450182256078,Director 6079
Movie 6080,2016,Drama,4.935920414800273,438.6106683998304,15.334659192574122,Director 6080
Movie 6081,2014,Action,2.056843279905518,492.952295634354,130.52776394893186,Director 6081
Movie 6082,2012,Drama,7.080715124527919,252.62500537340645,0.0,Director 6082
Movie 6083,2014,Thriller,8.143910697113235,167.75684440779165,51.46717081122952,Director 6083
Movie 6084,2018,Comedy,8.258408344971565,334.5299593032413,133.9657972656847,Director 6084
Movie 6085,2010,Thriller,4.938776579068893,425.1007570890478,242.4128379683493,Director 6085
Movie 6086,2014,Thriller,1.520986079599152,9.480973593216078,155.888724925821,Director 6086
Movie 6087,2010,Comedy,1.1981938615384091,415.559129056086,0.0,Director 6087
Movie 6088,2012,Comedy,9.800166457005083,337.0096483637065,15.108092794808089,Director 6088
Movie 6089,2010,Action,6.047297857583016,238.20658532430585,13.241673173438343,Director 6089
Movie 6090,2020,Drama,7.043171892754961,97.75280067342572,24.705508577257845,Director 6090
Movie 6091,2016,Drama,9.635631459824024,132.55552887993866,0.0,Director 6091
Movie 6092,2014,Thriller,3.732583525733562,37.66399310367802,0.0,Director 6092
Movie 6093,2014,Drama,7.353327988512966,35.99974659488106,122.28784788176988,Director 6093
Movie 6094,2010,Drama,3.5531729331680357,24.556020029195352,31.021699925726097,Director 6094
Movie 6095,2018,Comedy,5.912032528711452,0.0,37.86801047404623,Director 6095
Movie 6096,2018,Thriller,4.468726032597019,276.70277914036853,226.8573166105911,Director 6096
Movie 6097,2012,Thriller,7.369617925016477,478.4260598726447,147.84930748240637,Director 6097
Movie 6098,2010,Drama,7.355691643811641,329.53762745910063,112.48082167158438,Director 6098
Movie 6099,2014,Drama,8.660558112953964,153.48072904149598,60.319454596546336,Director 6099
Movie 6100,2018,Action,4.024496571986444,343.3631755824951,90.4554959897814,Director 6100
Movie 6101,2018,Thriller,6.634365084548253,210.8229633355358,0.0,Director 6101
Movie 6102,2012,Comedy,3.7678590964748326,183.9255008162123,112.80670324775592,Director 6102
Movie 6103,2014,Thriller,1.998888465395649,134.61555897416818,0.0,Director 6103
Movie 6104,2010,Thriller,5.31571876909155,326.40531501314973,229.75348587146584,Director 6104
Movie 6105,2020,Action,6.943010644407336,421.2651695981967,246.49499500187176,Director 6105
Movie 6106,2012,Thriller,8.730460134819868,447.9421059431809,268.0868445306967,Director 6106
Movie 6107,2018,Action,6.720821139916724,245.31596889073347,265.1140276239923,Director 6107
Movie 6108,2012,Drama,6.705204563852803,37.40175777937412,0.0,Director 6108
Movie 6109,2014,Comedy,6.635866205867715,156.5040934150971,0.0,Director 6109
Movie 6110,2012,Action,2.145616608694468,148.750189685789,0.0,Director 6110
Movie 6111,2016,Action,7.908062967689931,61.50957849217069,70.64996294643896,Director 6111
Movie 6112,2016,Action,4.211770355571556,36.36831049356746,0.0,Director 6112
Movie 6113,2018,Comedy,1.8452541476247932,0.0,0.0,Director 6113
Movie 6114,2012,Drama,3.2835871829877448,420.2298044307213,28.86376964309642,Director 6114
Movie 6115,2020,Action,7.238622004716984,121.95932437946328,0.0,Director 6115
Movie 6116,2016,Action,1.3512781522107145,402.4412458592212,215.5638713309209,Director 6116
Movie 6117,2020,Comedy,7.983888539446942,257.1847342361511,0.0,Director 6117
Movie 6118,2020,Thriller,2.023073450266713,75.62547262221464,0.0,Director 6118
Movie 6119,2010,Thriller,4.545295683554405,226.874507688493,98.32907776010369,Director 6119
Movie 6120,2010,Comedy,5.530589017478859,75.22876011445338,184.59423718998687,Director 6120
Movie 6121,2018,Comedy,7.864926876616137,179.9087674467949,280.2848345780925,Director 6121
Movie 6122,2016,Drama,7.816685704178262,404.6690185878768,43.30579350013824,Director 6122
Movie 6123,2016,Action,7.711062668291938,39.18965243770346,0.0,Director 6123
Movie 6124,2010,Thriller,8.248152959915501,106.89136284778118,171.52985156449165,Director 6124
Movie 6125,2014,Drama,8.300520679296655,0.0,0.0,Director 6125
Movie 6126,2020,Drama,3.5215304732500523,346.30088461468205,169.01997765777423,Director 6126
Movie 6127,2012,Action,9.175503957256714,199.89730943721935,23.692769435035373,Director 6127
Movie 6128,2012,Comedy,7.242314836979191,266.7077970854387,263.9647140228676,Director 6128
Movie 6129,2018,Drama,4.870149821041449,75.61093328032882,0.0,Director 6129
Movie 6130,2014,Thriller,6.810449926777196,0.0,245.5725526666076,Director 6130
Movie 6131,2012,Comedy,6.754044470379472,287.07622191922945,225.8097265838541,Director 6131
Movie 6132,2016,Comedy,5.348518967822271,424.3881721801929,79.5296260320109,Director 6132
Movie 6133,2014,Action,8.265663380452498,55.38202973934075,218.55796205887103,Director 6133
Movie 6134,2014,Thriller,8.02451490969444,418.9414779397577,203.65978461408787,Director 6134
Movie 6135,2012,Thriller,8.285097823763127,0.0,0.0,Director 6135
Movie 6136,2010,Thriller,3.301839391103284,99.4218643523431,0.0,Director 6136
Movie 6137,2016,Thriller,1.473401475428827,243.03955291026688,92.70638316686068,Director 6137
Movie 6138,2012,Thriller,5.827925324004498,62.33269378978875,185.3630080851888,Director 6138
Movie 6139,2018,Thriller,1.3900207985774324,157.4258617264668,258.1914941366055,Director 6139
Movie 6140,2018,Drama,7.954154351125674,338.2066374999189,0.0,Director 6140
Movie 6141,2018,Comedy,7.7289597175542815,72.06655230053097,93.3633845720722,Director 6141
Movie 6142,2016,Action,8.349093588904918,96.53210792368114,0.0,Director 6142
Movie 6143,2020,Action,5.599832972264158,477.6144515754081,160.2159917017479,Director 6143
Movie 6144,2018,Thriller,8.845438274259362,0.0,167.84548427971208,Director 6144
Movie 6145,2016,Comedy,5.608304883834282,0.0,155.7685492780648,Director 6145
Movie 6146,2018,Comedy,7.597070271735425,429.9840095435042,0.0,Director 6146
Movie 6147,2020,Drama,5.660592690057761,331.08852827821624,16.425096030466776,Director 6147
Movie 6148,2020,Thriller,2.319269925034525,107.27470581147963,194.25331036904143,Director 6148
Movie 6149,2014,Comedy,6.08074189755424,228.69928528482325,260.48267698322815,Director 6149
Movie 6150,2014,Action,5.075429565388539,340.92172667415525,129.0497352520771,Director 6150
Movie 6151,2012,Comedy,8.841185156786672,193.65430900830648,0.0,Director 6151
Movie 6152,2014,Comedy,7.884731982698491,0.0,135.28998993537078,Director 6152
Movie 6153,2014,Action,2.6027145116024206,168.46386487166183,106.2073661100961,Director 6153
Movie 6154,2010,Thriller,8.793481941472432,0.0,91.9741682203065,Director 6154
Movie 6155,2016,Thriller,4.317482766216658,182.3828269015443,174.98310711114271,Director 6155
Movie 6156,2016,Comedy,1.019134346268114,160.2515610429484,7.959148250241554,Director 6156
Movie 6157,2014,Comedy,5.365426300406136,299.0249412377965,274.6715473805325,Director 6157
Movie 6158,2020,Drama,9.365760261553204,428.8718066807963,246.5486305391501,Director 6158
Movie 6159,2016,Comedy,6.953123601426448,0.0,0.0,Director 6159
Movie 6160,2020,Drama,1.421581957891087,342.98429073857494,247.4289915298482,Director 6160
Movie 6161,2010,Comedy,2.824608328175665,197.6382724156713,168.21687797683614,Director 6161
Movie 6162,2014,Action,2.281953061006008,439.6441551445873,277.5428733607385,Director 6162
Movie 6163,2010,Action,1.0852491358837304,289.98976748889146,51.90654712048786,Director 6163
Movie 6164,2018,Action,9.484504135061876,462.0195684407177,114.7567062163672,Director 6164
Movie 6165,2018,Thriller,5.184805319411586,147.00726743595655,141.0064252728928,Director 6165
Movie 6166,2014,Action,9.30245753435636,0.0,133.99824924265383,Director 6166
Movie 6167,2020,Thriller,4.292111569501919,7.51649634730984,0.0,Director 6167
Movie 6168,2018,Drama,9.844451497188404,194.2578898107803,223.8550181746253,Director 6168
Movie 6169,2020,Action,1.867342905844556,153.95483370326926,0.0,Director 6169
Movie 6170,2010,Comedy,5.338469671793462,300.70563630051856,161.1136166823947,Director 6170
Movie 6171,2020,Comedy,6.716519017161556,226.0686003136341,279.4402319655314,Director 6171
Movie 6172,2010,Comedy,6.223676871896181,176.47913641992818,0.0,Director 6172
Movie 6173,2010,Action,4.110254252378196,36.702118203662,85.28727775469508,Director 6173
Movie 6174,2020,Thriller,1.740433852464693,38.44935324296084,18.21534447585438,Director 6174
Movie 6175,2012,Drama,9.585718147958248,119.2432245528138,0.0,Director 6175
Movie 6176,2014,Thriller,2.0969370640770064,300.91089515902127,176.59675102089818,Director 6176
Movie 6177,2020,Drama,6.8895517374386746,475.3033559327878,8.140694925597813,Director 6177
Movie 6178,2018,Action,9.359158190420628,414.35673558874834,81.70180401906813,Director 6178
Movie 6179,2012,Comedy,8.471234237131462,390.593186902977,0.0,Director 6179
Movie 6180,2018,Action,8.722342017499757,183.72476508050192,0.0,Director 6180
Movie 6181,2010,Drama,6.048556007790962,0.0,167.2136650357084,Director 6181
Movie 6182,2016,Comedy,4.0409835813764845,1.8121872839748008,0.0,Director 6182
Movie 6183,2016,Comedy,3.1635876162747625,239.2128818717086,107.64763979349752,Director 6183
Movie 6184,2020,Action,2.172286518467404,155.0940656042504,15.7372916777081,Director 6184
Movie 6185,2010,Thriller,4.891613671054725,255.01372494765863,0.0,Director 6185
Movie 6186,2018,Thriller,7.290704596269959,404.2465757503781,239.82208737158936,Director 6186
Movie 6187,2016,Drama,1.681372364636538,364.4087085230781,0.0,Director 6187
Movie 6188,2018,Thriller,2.920053417785417,223.0140580706829,143.45475206922242,Director 6188
Movie 6189,2018,Comedy,5.302542799024368,477.34337157253526,225.69701871597908,Director 6189
Movie 6190,2014,Action,6.634918577722537,418.510182743025,298.7367513713368,Director 6190
Movie 6191,2016,Comedy,4.498513433698049,0.0,205.1992163424348,Director 6191
Movie 6192,2012,Comedy,9.654267761055438,375.8505199616674,267.498507062434,Director 6192
Movie 6193,2018,Drama,6.639458671703483,453.9522457400208,0.0,Director 6193
Movie 6194,2020,Action,7.117845473509223,301.44204970616727,180.23998677274344,Director 6194
Movie 6195,2012,Action,7.299760592731936,0.0,270.6838057336393,Director 6195
Movie 6196,2012,Comedy,6.92379108345273,424.8890303201944,7.511734271801188,Director 6196
Movie 6197,2020,Action,4.953251782934995,105.8979277997799,0.0,Director 6197
Movie 6198,2016,Action,9.473190204167784,16.0749985607071,11.398241686697702,Director 6198
Movie 6199,2014,Comedy,8.707238446301822,360.3350692304846,265.36631081634573,Director 6199
Movie 6200,2010,Comedy,7.431595740280308,0.0,227.44639594516923,Director 6200
Movie 6201,2012,Comedy,7.072281452951772,0.0,0.0,Director 6201
Movie 6202,2016,Comedy,6.631111233786692,469.03216345525095,261.7732575172256,Director 6202
Movie 6203,2012,Thriller,4.626739427163876,177.21147303829025,150.83743834205433,Director 6203
Movie 6204,2018,Thriller,2.7432784357020514,279.53164265371527,150.0851597635915,Director 6204
Movie 6205,2016,Thriller,1.1250698627260358,336.99316003086483,68.85830591490972,Director 6205
Movie 6206,2020,Action,1.95072042228474,424.10103823963993,277.530756598798,Director 6206
Movie 6207,2018,Comedy,8.425912477623504,172.74577350737232,130.96169870369093,Director 6207
Movie 6208,2016,Comedy,7.943899519181448,101.61993302965914,175.82033131403034,Director 6208
Movie 6209,2012,Thriller,3.1147592344212978,84.49964722203819,255.9439156496504,Director 6209
Movie 6210,2010,Comedy,9.93187525861487,139.61830962556112,0.0,Director 6210
Movie 6211,2018,Thriller,4.5660112292355945,184.9289372817701,122.73715880898538,Director 6211
Movie 6212,2014,Drama,7.8809480353592445,446.1850776739077,0.0,Director 6212
Movie 6213,2018,Drama,8.764417528539372,273.7865034673335,101.87036482705815,Director 6213
Movie 6214,2020,Comedy,9.41279316529532,418.73835097731154,142.12289827393187,Director 6214
Movie 6215,2018,Action,7.638427656384021,293.01010825187865,176.54293262669682,Director 6215
Movie 6216,2020,Action,6.453051833012281,147.75886226363735,257.7600200451725,Director 6216
Movie 6217,2020,Drama,3.134422912258448,217.9928343609226,188.01789143180628,Director 6217
Movie 6218,2018,Action,3.330146023944539,444.4404880909588,0.0,Director 6218
Movie 6219,2018,Comedy,6.785000074640227,339.13661357992305,18.796216932488093,Director 6219
Movie 6220,2012,Drama,5.374332139897451,324.4948885661034,91.44060241152184,Director 6220
Movie 6221,2016,Drama,3.1529913351253294,137.2102574070257,6.663284797975152,Director 6221
Movie 6222,2012,Action,9.560351388802198,0.0,160.74778971325532,Director 6222
Movie 6223,2010,Thriller,9.53023646982994,458.8107263087642,183.98648571986365,Director 6223
Movie 6224,2016,Thriller,4.572381544930262,196.09021069092512,158.00227707605217,Director 6224
Movie 6225,2020,Drama,6.161487517497351,0.0,0.0,Director 6225
Movie 6226,2020,Thriller,6.56509619090993,134.28663946113966,104.92718601308434,Director 6226
Movie 6227,2014,Drama,1.206281913038787,250.6288178383594,281.4252936899607,Director 6227
Movie 6228,2010,Action,8.358489303401118,0.0,96.29675498707492,Director 6228
Movie 6229,2010,Drama,5.326563987431069,159.00325935730203,195.83427511111068,Director 6229
Movie 6230,2018,Drama,6.432250881048443,397.3188165841936,0.0,Director 6230
Movie 6231,2014,Comedy,4.835822645293902,283.4093437869706,243.62412641884868,Director 6231
Movie 6232,2016,Drama,6.572623609935762,335.3282919650536,0.0,Director 6232
Movie 6233,2016,Comedy,2.4511389659364515,479.8641615153351,0.0,Director 6233
Movie 6234,2014,Action,4.683000863731754,42.14550591624708,114.6731604919735,Director 6234
Movie 6235,2020,Thriller,2.2555449313451037,351.23644368880656,0.0,Director 6235
Movie 6236,2018,Comedy,1.5586028140334167,376.4401224725818,98.9571483705482,Director 6236
Movie 6237,2014,Drama,8.78084480158968,0.0,15.772905889486566,Director 6237
Movie 6238,2020,Comedy,7.8129833959458175,239.84450098904625,5.3835289009242615,Director 6238
Movie 6239,2014,Comedy,2.7431892712690087,358.68400667836124,32.86823314450959,Director 6239
Movie 6240,2012,Action,5.331536061882663,499.8978330847607,153.67471354111504,Director 6240
Movie 6241,2014,Drama,9.62106869889589,249.6029878454238,205.45865678397791,Director 6241
Movie 6242,2016,Comedy,2.882231848229817,43.0633340249334,0.0,Director 6242
Movie 6243,2010,Action,5.968506907408814,334.9435166614418,222.30006829992004,Director 6243
Movie 6244,2018,Drama,3.025621160876062,106.89324758123894,0.0,Director 6244
Movie 6245,2012,Drama,8.136631898144326,291.1530184387762,99.83944620735224,Director 6245
Movie 6246,2020,Thriller,6.486288874417808,461.4831368245332,281.9729433390288,Director 6246
Movie 6247,2012,Comedy,8.851738100848642,281.0018022114537,291.1042203404711,Director 6247
Movie 6248,2010,Thriller,1.1080165795083483,124.83377895231676,85.0668785180936,Director 6248
Movie 6249,2016,Thriller,9.014570371838255,123.78800664958789,56.04149662076253,Director 6249
Movie 6250,2012,Action,6.318336413790782,146.72858721585985,0.0,Director 6250
Movie 6251,2018,Drama,3.254952205104952,384.3187398011939,97.90385473500862,Director 6251
Movie 6252,2014,Thriller,3.2913251565180337,346.0888884097197,0.0,Director 6252
Movie 6253,2018,Drama,5.787627158468589,171.20893154208943,184.82975738075675,Director 6253
Movie 6254,2014,Comedy,8.682522172606578,289.96189836627286,40.72595362709296,Director 6254
Movie 6255,2020,Drama,2.9195017640250223,109.29561502509084,276.8328288509626,Director 6255
Movie 6256,2016,Comedy,4.546150138583618,444.3897192994267,0.0,Director 6256
Movie 6257,2018,Action,8.591423869669569,137.2629952502931,0.0,Director 6257
Movie 6258,2016,Thriller,5.949632961905143,168.85813809318435,99.47283296868378,Director 6258
Movie 6259,2016,Action,2.92969243964636,491.8897947945152,249.65288960607117,Director 6259
Movie 6260,2014,Drama,8.302636319629134,244.0247035332747,0.0,Director 6260
Movie 6261,2012,Thriller,4.342656916381879,356.961960982929,227.03461528291416,Director 6261
Movie 6262,2014,Drama,6.158920625011656,300.08132213190424,129.9185014839493,Director 6262
Movie 6263,2020,Thriller,1.565828410412572,227.41755322990664,181.17283988387527,Director 6263
Movie 6264,2018,Comedy,8.093679258248399,0.0,19.18847121445988,Director 6264
Movie 6265,2010,Action,2.248990539586191,119.897392048009,1.5418390848244885,Director 6265
Movie 6266,2010,Action,9.837314661931105,333.6235467265065,49.41747170763361,Director 6266
Movie 6267,2010,Drama,6.5048572916208265,252.62070752390517,223.3436012025164,Director 6267
Movie 6268,2014,Action,1.6847491045970278,412.83020175995,95.68321368176488,Director 6268
Movie 6269,2018,Thriller,2.211978043904724,144.49806568401797,0.0,Director 6269
Movie 6270,2016,Action,5.3726045313548,66.47974948061538,174.84781945226587,Director 6270
Movie 6271,2010,Comedy,8.06611789455707,463.9447322833613,25.34100262296369,Director 6271
Movie 6272,2020,Thriller,3.619415505821873,299.5046650402111,0.0,Director 6272
Movie 6273,2012,Comedy,9.963869701440608,155.41874734091363,0.0,Director 6273
Movie 6274,2016,Comedy,8.352631046898527,281.5839745107162,0.0,Director 6274
Movie 6275,2010,Comedy,6.483821206144684,370.7909667882295,0.0,Director 6275
Movie 6276,2020,Drama,5.4159394509796295,452.563158656365,141.7197510163951,Director 6276
Movie 6277,2014,Thriller,3.2656712459342305,208.8489817501927,232.62638659808889,Director 6277
Movie 6278,2012,Thriller,6.067596073985163,212.0794258361512,173.8701964091755,Director 6278
Movie 6279,2018,Thriller,4.370773399289467,0.0,184.9927849620159,Director 6279
Movie 6280,2020,Drama,3.8412054552713046,240.7527789419953,136.46055894083014,Director 6280
Movie 6281,2018,Thriller,8.04705859755144,69.2043930217577,0.0,Director 6281
Movie 6282,2010,Comedy,5.927263396178004,389.798008171443,0.0,Director 6282
Movie 6283,2012,Thriller,3.48754845422921,407.48810149216274,0.0,Director 6283
Movie 6284,2020,Comedy,6.9308352867040135,450.7557985602781,0.0,Director 6284
Movie 6285,2014,Action,3.1681011115515947,396.7181624582972,0.0,Director 6285
Movie 6286,2014,Action,4.542104347288704,144.88032864915203,0.0,Director 6286
Movie 6287,2014,Action,8.237633723513266,375.1455761497233,141.3827967342645,Director 6287
Movie 6288,2014,Thriller,3.8017709628206777,198.52209698517555,59.267954789529085,Director 6288
Movie 6289,2014,Action,7.661536043017569,270.7790852330186,241.56487403661373,Director 6289
Movie 6290,2010,Thriller,9.904561085243476,0.0,176.23564940241647,Director 6290
Movie 6291,2012,Comedy,4.956307298743492,491.9434968081586,239.50019799242057,Director 6291
Movie 6292,2018,Action,2.307798487462793,80.7632323700393,18.24594361454413,Director 6292
Movie 6293,2014,Drama,5.001137650544748,452.1787264840176,139.48836628206217,Director 6293
Movie 6294,2018,Thriller,6.884528102646321,12.92691681343772,0.0,Director 6294
Movie 6295,2010,Comedy,1.5543459900687395,219.56170967118965,123.4970959972692,Director 6295
Movie 6296,2012,Action,4.327335795451201,77.68856703021098,233.29123298187227,Director 6296
Movie 6297,2020,Thriller,4.860918729506397,402.95138428902726,227.81776214458728,Director 6297
Movie 6298,2010,Drama,4.313608687816304,177.92144843603887,0.0,Director 6298
Movie 6299,2014,Thriller,2.0317128516463283,305.40063927796285,268.68594203320333,Director 6299
Movie 6300,2014,Thriller,5.977716963458746,0.0,0.0,Director 6300
Movie 6301,2016,Thriller,8.675216550334369,15.59170057826212,0.0,Director 6301
Movie 6302,2010,Action,9.938391621974183,78.35082498472164,113.1732589498435,Director 6302
Movie 6303,2012,Drama,6.747352700526951,254.57586602028988,2.326205966696904,Director 6303
Movie 6304,2014,Action,8.585588826845225,253.78503058376023,192.40023329325768,Director 6304
Movie 6305,2014,Thriller,4.284934115369227,39.12132596696685,0.0,Director 6305
Movie 6306,2010,Comedy,1.163830864040646,73.40984717428239,0.0,Director 6306
Movie 6307,2014,Comedy,2.4694588275645306,179.1376354983624,0.0,Director 6307
Movie 6308,2018,Thriller,5.867891804237277,364.803093334142,29.822178844980076,Director 6308
Movie 6309,2012,Comedy,8.327044278553977,96.8889902241176,61.123567623466215,Director 6309
Movie 6310,2010,Action,8.341738060256652,138.94862701514938,268.5317347403589,Director 6310
Movie 6311,2010,Action,6.868231749607053,221.31516504426335,0.0,Director 6311
